handle,displayName,originalTitle,category,shapeKey,basePrice,imageCount,variantCount,collections,sourceAvailability,needsReview,migrationStatus
print-by-order-luxury-digy-peacock-pattern-plant-leaves-in-teal-blue-and-gold-pattern-velvet-fabric-sold-by-meter-140-wide,"Luxury Digy Peacock Pattern Plant Leaves In Teal Blue And Gold Pattern","Print by order luxury digy peacock pattern plant leaves in teal blue and gold pattern velvet fabric sold by meter 140 wide",FABRIC,,35.00,3,1,"fabrics",available,no,IMAGES_DOWNLOADED
print-by-order-luxury-floral-plants-large-multicoloured-leafs-plants-velvet-fabric-meter-140cm-wide,"Luxury Floral Plants Large Multicoloured Leafs Plants Velvet Meter","Print by order luxury floral plants large multicoloured leafs plants velvet fabric meter 140cm wide",FABRIC,,35.00,3,1,"fabrics",available,no,IMAGES_DOWNLOADED
print-by-order-luxury-green-and-golden-yellow-marble-effect-velvet-fabric-140cm-wide-sold-by-meter,"Luxury Green And Golden Yellow Marble Effect Velvet","Print by order luxury green and golden yellow marble effect velvet fabric 140cm wide sold by meter",FABRIC,,35.00,3,1,"fabrics",available,no,IMAGES_DOWNLOADED
print-by-order-luxury-green-yellow-teal-blue-water-colour-abstract-effect-velvet-fabric-140cm-wide-sold-by-meter,"Luxury Green Yellow Teal Blue Water Colour Abstract Effect Velvet","Print by order luxury green yellow teal blue water colour abstract effect velvet fabric 140cm wide sold by meter",FABRIC,,35.00,3,1,"fabrics",available,no,IMAGES_DOWNLOADED
print-by-order-luxury-green-yellow-teal-blue-water-colour-abstract-effect-velvet-fabric-140cm-wide-sold-by-meter-copy,"Teal Gold Wave Effect Print Velvet","Print by order teal gold wave effect print velvet fabric available on demand",FABRIC,,29.99,2,1,"fabrics",available,no,IMAGES_DOWNLOADED
print-by-order-luxury-grey-teal-blue-wooden-geometric-cube-abstract-retro-design-velvet-fabric-140cm-wide,"Luxury Grey Teal Blue Wooden Geometric Cube Abstract Retro Design Velvet","Print by order luxury grey teal blue wooden geometric cube abstract retro design velvet fabric 140cm wide",FABRIC,,35.00,2,1,"fabrics",available,no,IMAGES_DOWNLOADED
print-by-order-luxury-metal-oxidation-rusting-art-print-velvet-fabric-140cm-wide,"Luxury Metal Oxidation Rusting Art Print Velvet","Print by order luxury metal oxidation rusting art print velvet fabric 140cm wide",FABRIC,,35.00,3,1,"fabrics",available,no,IMAGES_DOWNLOADED
print-by-order-luxury-teal-blue-jade-and-gold-geometric-design-abstract-art-print-velvet-fabric-140cm-wide,"Luxury Teal Blue Jade And Gold Geometric Design Abstract Art Print","Print by order luxury teal blue jade and gold geometric design abstract art print velvet fabric 140cm wide",FABRIC,,35.00,1,1,"fabrics",available,no,IMAGES_DOWNLOADED
print-by-order-luxury-teal-gold-pattern-plant-leaves-in-teal-blue-and-gold-pattern-velvet-fabric-sold-by-meter-140-wide,"Luxury Teal Gold Pattern Plant Leaves In Teal Blue And Gold Pattern","Print by order luxury teal gold pattern plant leaves in teal blue and gold pattern velvet fabric sold by meter 140 wide",FABRIC,,35.00,3,1,"fabrics",available,no,IMAGES_DOWNLOADED
print-by-order-luxury-velvet-monstera-large-multicoloured-leafs-plants-print-velvet-by-meter,"Luxury Velvet Monstera Large Multicoloured Leafs Plants Print Velvet By","Print by order luxury velvet monstera large multicoloured leafs plants print velvet by meter",FABRIC,,35.00,2,1,"fabrics",available,no,IMAGES_DOWNLOADED
print-by-order-luxury-white-grey-gold-marble-effect-velvet-fabric-140cm-wide-sold-by-meter,"Luxury White Grey Gold Marble Effect Velvet","Print by order luxury white grey gold marble effect velvet fabric 140cm wide sold by meter",FABRIC,,35.00,3,1,"fabrics",available,no,IMAGES_DOWNLOADED
print-by-order-luxury-zigzag-geometric-multicolour-pattern-velvet-fabric-sold-by-meter-140cm-wide,"Luxury Zigzag Geometric Multicolour Pattern Velvet","Print by order luxury zigzag geometric multicolour pattern velvet fabric sold by meter 140cm wide",FABRIC,,35.00,2,1,"fabrics",available,no,IMAGES_DOWNLOADED
print-by-order-silver-grey-cream-teal-wave-effect-print-velvet-fabric-available-on-demand-140cm-wide,"Silver Grey Cream Teal Wave Effect Print Velvet","Print by order silver grey cream teal wave effect print velvet fabric available on demand 140cm wide",FABRIC,,29.99,3,1,"fabrics",available,no,IMAGES_DOWNLOADED
print-by-order-teal-blue-orange-tulip-floral-petrol-art-pattern-velvet-fabric-140-cm-wide-sold-by-meter,"Teal Blue Orange Tulip Floral Petrol Art Pattern Velvet 140 Cm Wide","Print by order teal blue orange tulip floral petrol art pattern velvet fabric 140 cm wide sold by meter",FABRIC,,35.00,3,1,"fabrics",available,no,IMAGES_DOWNLOADED
print-by-order-velvet-jade-green-petrol-art-floral-leaf-plant-print-velvet-fabric-sold-by-meter,"Velvet Jade Green Petrol Art Floral Leaf Plant Print Velvet","Print by order velvet jade green petrol art floral leaf plant print velvet fabric sold by meter",FABRIC,,35.00,3,1,"fabrics",available,no,IMAGES_DOWNLOADED
print-by-order-zigzag-chevron-geometric-multicoloured-velvet-fabric-on-demand,"Zigzag Chevron Geometric Multicoloured Velvet","Print by order zigzag chevron geometric multicoloured velvet fabric on demand",FABRIC,,29.99,2,1,"fabrics",available,no,IMAGES_DOWNLOADED
handmade-by-order-luxury-butterflies-and-plant-moon-pattern-on-velvet-black-lamp-shade-pendant-light-lamp-shade-all-shapes-and-sizes-available,"Luxury Butterflies And Plant Moon Pattern On Velvet Black","Handmade by order luxury butterflies and plant moon pattern on velvet black lamp shade pendant light lamp shade all shapes and sizes available",LAMPSHADE,,24.99,10,240,"drum-lampshades|printed-lampshades|velvet-lampshades",available,no,IMAGES_DOWNLOADED
handmade-by-order-mink-pink-and-gold-texture-abstract-art-design-print-on-velvet-drum-lamp-shade-pendant-light-lamp-shade-all-shapes-sizes,"Mink Pink And Gold Texture Abstract Art Design Print On Velvet Sizes","Handmade by order mink pink and gold texture abstract art design print on velvet drum lamp shade pendant light lamp shade all shapes sizes",LAMPSHADE,drum,24.99,12,250,"drum-lampshades|printed-lampshades|velvet-lampshades",available,no,IMAGES_DOWNLOADED
handmade-by-order-multicoloured-paint-art-on-antique-wooden-panels-print-on-velvet-cushions-cover-all-sizes,"Multicoloured Paint Art On Antique Wooden Panels Print On Velvet","Handmade by order multicoloured paint art on antique wooden panels print on velvet cushions cover all sizes",CUSHION,,34.99,1,2,"cushion-covers",available,no,IMAGES_DOWNLOADED
handmade-by-order-multicoloured-paint-art-on-antique-wooden-panels-print-on-velvet-drum-lamp-shade-pendant-light-lamp-shade-all-shapes-sizes,"Multicoloured Paint Art On Antique Wooden Panels Print On Velvet Sizes","Handmade by order multicoloured paint art on antique wooden panels print on velvet drum lamp shade pendant light lamp shade all shapes sizes",LAMPSHADE,drum,24.99,10,240,"drum-lampshades|our-collections|printed-lampshades|velvet-lampshades",available,no,IMAGES_DOWNLOADED
handmade-by-order-neutral-beige-leopard-and-gold-effect-linen-look-pattern-on-velvet-cushion-covers-all-shapes-sizes-available-copy,"wave pattern abstract multicoloured Pattern cushion covers any size","Made by order wave pattern abstract multicoloured Pattern cushion covers any size on demand Custom Size",CUSHION,,35.00,4,2,"cushion-covers",available,no,IMAGES_DOWNLOADED
handmade-by-order-peacock-teal-blue-digital-flower-leaves-plant-pattern-on-velvet-rounded-rectangular-table-and-ceiling-lamp-shade-all-sizes,"multi rainbow coloured abstract feathers pattern velvet ROUNDED","Handmade by order multi rainbow coloured abstract feathers pattern velvet ROUNDED RECTANGULAR shape lamp shade pendant shade all sizes shapes available",LAMPSHADE,rectangular,34.99,7,80,"printed-lampshades|rectangular-lampshades|velvet-lampshades",available,no,IMAGES_DOWNLOADED
handmade-by-order-pink-and-gold-texture-abstract-art-design-print-on-velvet-drum-lamp-shade-pendant-light-lamp-shade-all-shapes-sizes,"Pink And Gold Texture Abstract Art Design Print On Velvet Sizes","Handmade by order pink and gold texture abstract art design print on velvet drum lamp shade pendant light lamp shade all shapes sizes",LAMPSHADE,drum,24.99,7,250,"drum-lampshades|printed-lampshades|velvet-lampshades",available,no,IMAGES_DOWNLOADED
handmade-by-order-pink-blue-gold-foil-effect-abstract-paint-art-velvet-cushion-covers-all-shapes-sizes-available-copy,"luxury olive dark green and gold paint abstract pattern velvet Cushion","Handmade by order luxury olive dark green and gold paint abstract pattern velvet Cushion covers bespoke sizes available",CUSHION,,34.99,2,2,"cushion-covers",available,no,IMAGES_DOWNLOADED
handmade-by-order-purple-rose-floral-plant-print-on-velvet-drum-lamp-shade-pendant-light-lamp-shade-all-shapes-and-sizes-available,"Purple Rose Floral Plant Print On Velvet","Handmade by order purple rose floral plant print on velvet drum lamp shade pendant light lamp shade all shapes and sizes available",LAMPSHADE,drum,24.99,10,240,"drum-lampshades|printed-lampshades|velvet-lampshades",available,no,IMAGES_DOWNLOADED
handmade-by-order-studio-green-dark-green-grey-velvet-drum-lamp-shade-pendant-light-lamp-shade-all-sizes-and-shapes-available,"Studio Green Dark Green Grey Velvet","Handmade by order studio green dark green grey velvet drum lamp shade pendant light lamp shade all sizes and shapes available",LAMPSHADE,drum,24.99,8,240,"drum-lampshades|printed-lampshades|velvet-lampshades",available,no,IMAGES_DOWNLOADED
handmade-by-order-studio-green-dark-green-grey-velvet-drum-lamp-shade-pendant-light-lamp-shade-all-sizes-and-shapes-available-1,"luxury blue grey silver wave pattern Tapered empire shape velvet","Handmade by order luxury blue grey silver wave pattern Tapered empire shape velvet lamp shade pendant light lamp shade all shapes and sizes",LAMPSHADE,empire,29.99,7,230,"empire-lampshades|printed-lampshades|velvet-lampshades",available,no,IMAGES_DOWNLOADED
handmade-by-order-teal-blue-gold-antique-rust-velvet-cushion-covers-all-shapes-sizes-available,"Teal Blue Gold Antique Rust Velvet Cushion Covers Sizes","Handmade by order teal blue gold antique rust velvet cushion covers all shapes sizes available",CUSHION,,29.99,3,2,"cushion-covers",available,no,IMAGES_DOWNLOADED
handmade-by-order-teal-blue-grey-wave-abstract-pattern-on-velvet-cushion-covers-all-shapes-sizes-available,"Teal Blue Grey Wave Abstract Pattern On Velvet Cushion Covers Sizes","Handmade by order teal blue grey wave abstract pattern on velvet cushion covers all shapes sizes available",CUSHION,,35.00,1,2,"cushion-covers",available,no,IMAGES_DOWNLOADED
handmade-by-order-teal-blue-grey-wave-abstract-pattern-on-velvet-cushion-covers-all-shapes-sizes-available-copy,"peacock bird multicoloured effect Pattern velvet cushion covers any size","Made by order peacock bird multicoloured effect Pattern velvet cushion covers any size on demand Custom Size",CUSHION,,45.00,1,2,"cushion-covers",available,no,IMAGES_DOWNLOADED
handmade-by-order-teal-blue-water-colour-floral-pattern-velvet-drum-lamp-shade-pendant-light-lamp-shade-all-shapes-sizes-available,"Teal Blue water colour Floral pattern Velvet sizes","Handmade by order Teal Blue water colour Floral pattern Velvet Drum Lamp shade pendant light lamp shade all shapes sizes available",LAMPSHADE,drum,24.99,9,240,"drum-lampshades|printed-lampshades|velvet-lampshades",available,no,IMAGES_DOWNLOADED
handmade-by-order-teal-blue-wooden-retro-geometric-abstract-print-velvet-drum-lamp-shade-pendant-light-lamp-shade-all-shapes-and-sizes-avail,"Teal Blue Wooden Retro Geometric Abstract Print Velvet Avail","Handmade by order teal blue wooden retro geometric abstract print velvet drum lamp shade pendant light lamp shade all shapes and sizes avail",LAMPSHADE,drum,24.99,11,240,"drum-lampshades|our-collections|printed-lampshades|velvet-lampshades",available,no,IMAGES_DOWNLOADED
handmade-by-order-teal-green-and-gold-digital-peacock-feathers-pattern-velvet-drum-lamp-shade-pendant-light-shade-all-shapes-sizes,"Teal , Green And Gold Digital Peacock Feathers Pattern Velvet Shade","Handmade by order teal , green and gold digital peacock feathers pattern velvet drum lamp shade pendant light shade all shapes sizes",LAMPSHADE,drum,24.99,9,240,"drum-lampshades|printed-lampshades|velvet-lampshades",available,no,IMAGES_DOWNLOADED
handmade-by-order-teal-green-blue-pixel-texture-abstract-art-design-print-on-velvet-drum-lamp-shade-pendant-light-lamp-shade-all-shapes-size,"Teal Green Blue Pixel Texture Abstract Art Design Print On Velvet Size","Handmade by order teal green blue pixel texture abstract art design print on velvet drum lamp shade pendant light lamp shade all shapes size",LAMPSHADE,drum,24.99,12,250,"drum-lampshades|printed-lampshades|velvet-lampshades",available,no,IMAGES_DOWNLOADED
handmade-by-order-teal-green-blue-pixel-texture-abstract-art-design-print-on-velvet-drum-lamp-shade-pendant-light-lamp-shade-all-shapes-size-copy,"Multicoloured Rainbow Coloured Abstract Feather Pattern Velvet Drum","Handmade by order multicoloured rainbow coloured abstract feather pattern velvet drum shape lamp shade pendant shade all sizes shapes",LAMPSHADE,drum,24.99,7,250,"drum-lampshades|printed-lampshades|velvet-lampshades",available,no,IMAGES_DOWNLOADED
handmade-by-order-zigzag-patch-multicoloured-geometric-pattern-velvet-drum-lamp-shade-pendant-light-lamp-shade-all-shapes-and-sizes-availabl-1,"Zigzag Patch Multicoloured Geometric Pattern Velvet Availabl","Handmade by order zigzag patch multicoloured geometric pattern velvet drum lamp shade pendant light lamp shade all shapes and sizes availabl",LAMPSHADE,drum,24.99,9,240,"drum-lampshades|printed-lampshades|velvet-lampshades",available,no,IMAGES_DOWNLOADED
handmade-velvet-drum-lamp-shade-black-red-geometric-retro-design,"Handmade Velvet : Black Red Geometric Retro Design","Handmade Velvet Drum Lamp Shade: Black Red Geometric Retro Design",LAMPSHADE,drum,24.99,9,240,"drum-lampshades|printed-lampshades|velvet-lampshades",available,no,IMAGES_DOWNLOADED
handmade-velvet-drum-lamp-shade-multicolored-abstract-pendant-ceiling-light,"Handmade Velvet : Multicolored Abstract Ceiling Light","Handmade Velvet Drum Lamp Shade: Multicolored Abstract Pendant Ceiling Light",LAMPSHADE,drum,24.99,13,240,"drum-lampshades|our-collections|printed-lampshades|velvet-lampshades",available,no,IMAGES_DOWNLOADED
made-by-order-copper-brwon-feathers-effect-pattern-velvet-cushion-covers-any-size-on-demand-custom-size,"copper brwon feathers effect Pattern velvet cushion covers any size","Made by order copper brwon feathers effect Pattern velvet cushion covers any size on demand Custom Size",CUSHION,,45.00,2,2,"cushion-covers",available,no,IMAGES_DOWNLOADED
made-by-order-wave-pattern-abstract-jade-and-gold-paint-art-pattern-cushion-covers-any-size-on-demand-custom-size-copy,"geometric pattern abstract multicoloured Pattern cushion covers any size","Made by order geometric pattern abstract multicoloured Pattern cushion covers any size on demand Custom Size",CUSHION,,35.00,1,2,"cushion-covers",available,no,IMAGES_DOWNLOADED
orange-wave-lamp-shade-handmade-abstract-pendant-light,"Orange Wave: Handmade Abstract","Orange Wave Lamp Shade: Handmade Abstract Pendant Light",LAMPSHADE,,24.99,11,240,"drum-lampshades|printed-lampshades|velvet-lampshades",available,no,IMAGES_DOWNLOADED
print-by-order-luxury-purple-pink-floral-plant-pattern-on-velvet-fabric-140-cm-wide,"Luxury Purple Pink Floral Plant Pattern On Velvet 140 Cm Wide","Print by order luxury purple pink floral plant pattern on velvet fabric 140 cm wide",FABRIC,,35.00,3,1,"fabrics",available,no,IMAGES_DOWNLOADED
print-by-order-luxury-resin-wooden-marble-wave-turquoise-blue-velvet-fabric-140cm-wide-per-metre,"Luxury Resin Wooden Marble Wave Turquoise Blue Velvet Per Metre","Print by order luxury resin wooden marble wave turquoise blue velvet fabric 140cm wide per metre",FABRIC,,35.00,2,1,"fabrics",available,no,IMAGES_DOWNLOADED
